"Town","FIPS","Year","Year Submitted","Town Profile Year","Rank","Variable","Measure Type","Value"
"Durham","0900720810",2014,2014,2018,"2","Employer","Name","Morgan Am&T"
"Durham","0900720810",2014,2014,2018,"3","Employer","Name","New Haven Raccoon Hunters Club"
"Durham","0900720810",2014,2014,2018,"4","Employer","Name","Durham Manufacturing Co"
"Durham","0900720810",2014,2014,2018,"5","Employer","Name","Hobson Motzer Inc"
"Eastford","0901521860",2014,2014,2016,"1","Employer","Name","Whitcraft Group"
"Eastford","0901521860",2014,2014,2016,"2","Employer","Name","Eastford Elementary School"
"Eastford","0901521860",2014,2014,2016,"3","Employer","Name","Rukstela Charter Svc"
"Eastford","0901521860",2014,2014,2016,"4","Employer","Name","Eastford Building Supply"
"Eastford","0901521860",2014,2014,2016,"5","Employer","Name","Eastford Truck Sales"
"Eastford","0901521860",2014,2014,2017,"1","Employer","Name","Whitcraft Group"
"Eastford","0901521860",2014,2014,2017,"2","Employer","Name","Eastford Elementary School"
"Eastford","0901521860",2014,2014,2017,"3","Employer","Name","Rukstela Charter Svc"
"Eastford","0901521860",2014,2014,2017,"4","Employer","Name","Eastford Building Supply"
"Eastford","0901521860",2014,2014,2017,"5","Employer","Name","Eastford Truck Sales"
"Eastford","0901521860",2014,2014,2018,"1","Employer","Name","Whitcraft Group"
"Eastford","0901521860",2014,2014,2018,"2","Employer","Name","Eastford Elementary School"
"Eastford","0901521860",2014,2014,2018,"3","Employer","Name","Rukstela Charter Svc"
"Eastford","0901521860",2014,2014,2018,"4","Employer","Name","Eastford Building Supply"
"Eastford","0901521860",2014,2014,2018,"5","Employer","Name","Eastford Truck Sales"
"East Granby","0900322070",2014,2014,2016,"1","Employer","Name","CT Air National Guard"
"East Granby","0900322070",2014,2014,2016,"2","Employer","Name","Rockbestos Cable and Wire"
"East Granby","0900322070",2014,2014,2016,"3","Employer","Name","Stub Hub"
"East Granby","0900322070",2014,2014,2016,"4","Employer","Name","Monrovia Nurseries"
"East Granby","0900322070",2014,2014,2016,"5","Employer","Name","MB Aerospace"
"East Granby","0900322070",2016,2017,2017,"1","Employer","Name","Air National Guard"
"East Granby","0900322070",2016,2017,2017,"2","Employer","Name","Rockbestos Cable and Wire"
"East Granby","0900322070",2016,2017,2017,"3","Employer","Name","Stub Hub"
"East Granby","0900322070",2016,2017,2017,"4","Employer","Name","Monrovia Nurseries"
"East Granby","0900322070",2016,2017,2017,"5","Employer","Name","MB Aerospace"
"East Granby","900322070",2017,2018,2018,"1","Employer","Name","Air National Guard"
"East Granby","900322070",2017,2018,2018,"2","Employer","Name","Rockbestos"
"East Granby","900322070",2017,2018,2018,"3","Employer","Name","Monrovia Nurseries"
"East Granby","900322070",2017,2018,2018,"4","Employer","Name","MB Aerospace"
"East Granby","900322070",2017,2018,2018,"5","Employer","Name","Nufern"
"East Haddam","0900722280",2014,2014,2016,"1","Employer","Name","Town of East Haddam"
"East Haddam","0900722280",2014,2014,2016,"2","Employer","Name","Chestelm Convalescent Hospital"
"East Haddam","0900722280",2014,2014,2016,"3","Employer","Name","Goodspeed Opera House Foundation"
"East Haddam","0900722280",2014,2014,2016,"4","Employer","Name","Shagbark Lumber and Farm Supplies"
"East Haddam","0900722280",2014,2014,2016,"5","Employer","Name","Franklin Academy"
"East Haddam","0900722280",2014,2014,2017,"1","Employer","Name","Town of East Haddam"
"East Haddam","0900722280",2014,2014,2017,"2","Employer","Name","Chestelm Convalescent Hospital"
"East Haddam","0900722280",2014,2014,2017,"3","Employer","Name","Goodspeed Opera House Foundation"
"East Haddam","0900722280",2014,2014,2017,"4","Employer","Name","Shagbark Lumber and Farm Supplies"
"East Haddam","0900722280",2014,2014,2017,"5","Employer","Name","Franklin Academy"
"East Haddam","0900722280",2014,2014,2018,"1","Employer","Name","Town of East Haddam"
"East Haddam","0900722280",2014,2014,2018,"2","Employer","Name","Chestelm Convalescent Hospital"
"East Haddam","0900722280",2014,2014,2018,"3","Employer","Name","Goodspeed Opera House Foundation"
"East Haddam","0900722280",2014,2014,2018,"4","Employer","Name","Shagbark Lumber and Farm Supplies"
"East Haddam","0900722280",2014,2014,2018,"5","Employer","Name","Franklin Academy"
"East Hampton","0900722490",2014,2014,2016,"1","Employer","Name","Super Stop & Shop"
"East Hampton","0900722490",2014,2014,2016,"2","Employer","Name","Nichols Business Svc Inc"
"East Hampton","0900722490",2014,2014,2016,"3","Employer","Name","Dickinson Brands Inc"
"East Hampton","0900722490",2014,2014,2016,"4","Employer","Name","American Distilling & Mfg Co"
"East Hampton","0900722490",2014,2014,2016,"5","Employer","Name","America Extract Corp"
"East Hampton","0900722490",2016,2017,2017,"1","Employer","Name","Town of East Hampton"
"East Hampton","0900722490",2016,2017,2017,"2","Employer","Name","Stop & Shop Supermarket"
"East Hampton","0900722490",2016,2017,2017,"3","Employer","Name","Cobalt Lodge"
"East Hampton","0900722490",2016,2017,2017,"4","Employer","Name","American Distilling"
"East Hampton","0900722490",2016,2017,2017,"5","Employer","Name","Eversouce Energy"
"East Hampton","0900722490",2016,2017,2018,"1","Employer","Name","Town of East Hampton"
"East Hampton","0900722490",2016,2017,2018,"2","Employer","Name","Stop & Shop Supermarket"
"East Hampton","0900722490",2016,2017,2018,"3","Employer","Name","Cobalt Lodge"
"East Hampton","0900722490",2016,2017,2018,"4","Employer","Name","American Distilling"
"East Hampton","0900722490",2016,2017,2018,"5","Employer","Name","Eversouce Energy"
"East Hartford","0900322630",2014,2014,2016,"1","Employer","Name","Pratt & Whitney"
"East Hartford","0900322630",2014,2014,2016,"2","Employer","Name","Fremont Riverview Llc"
"East Hartford","0900322630",2014,2014,2016,"3","Employer","Name","DTZ"
"East Hartford","0900322630",2014,2014,2016,"4","Employer","Name","Goodwin College"
"East Hartford","0900322630",2014,2014,2016,"5","Employer","Name","Clearwater Paper Corp"
"East Hartford","0900322630",2014,2014,2017,"1","Employer","Name","Pratt & Whitney"
"East Hartford","0900322630",2014,2014,2017,"2","Employer","Name","Fremont Riverview Llc"
"East Hartford","0900322630",2014,2014,2017,"3","Employer","Name","DTZ"
"East Hartford","0900322630",2014,2014,2017,"4","Employer","Name","Goodwin College"
"East Hartford","0900322630",2014,2014,2017,"5","Employer","Name","Clearwater Paper Corp"
"East Hartford","900322630",2017,2018,2018,"1","Employer","Name","Pratt & Whitney"
"East Hartford","900322630",2017,2018,2018,"2","Employer","Name","Town of East Hartford"
"East Hartford","900322630",2017,2018,2018,"3","Employer","Name","Goodwin College"
"East Hartford","900322630",2017,2018,2018,"4","Employer","Name","Coca-Cola of Northern New England"
"East Hartford","900322630",2017,2018,2018,"5","Employer","Name","Riverside Health Center"
"East Haven","0900922910",2014,2014,2016,"1","Employer","Name","Town of East Haven - BOE"
"East Haven","0900922910",2014,2014,2016,"2","Employer","Name","Town Fair Tire"
"East Haven","0900922910",2014,2014,2016,"3","Employer","Name","East Haven Builders"
"East Haven","0900922910",2014,2014,2016,"4","Employer","Name","Stop and Shop"
"East Haven","0900922910",2014,2014,2016,"5","Employer","Name","Home Depot"
"East Haven","0900922910",2016,2017,2017,"1","Employer","Name","Town of East Haven - BOE"
"East Haven","0900922910",2016,2017,2017,"2","Employer","Name","Stop and Shop"
"East Haven","0900922910",2016,2017,2017,"3","Employer","Name","Home Depot"
"East Haven","0900922910",2016,2017,2017,"4","Employer","Name","ShopRite"
"East Haven","0900922910",2016,2017,2017,"5","Employer","Name","Town Fair Tire"
"East Haven","0900922910",2016,2017,2018,"1","Employer","Name","Town of East Haven - BOE"
"East Haven","0900922910",2016,2017,2018,"2","Employer","Name","Stop and Shop"
"East Haven","0900922910",2016,2017,2018,"3","Employer","Name","Home Depot"
"East Haven","0900922910",2016,2017,2018,"4","Employer","Name","ShopRite"
"East Haven","0900922910",2016,2017,2018,"5","Employer","Name","Town Fair Tire"
"East Lyme","0901123400",2014,2014,2016,"1","Employer","Name","Town of East Lyme"
"East Lyme","0901123400",2014,2014,2016,"2","Employer","Name","CT Dept of Corrections"
"East Lyme","0901123400",2014,2014,2016,"3","Employer","Name","Stop and Shop"
"East Lyme","0901123400",2014,2014,2016,"4","Employer","Name","Mariner Health of Bride Brook"
"East Lyme","0901123400",2014,2014,2016,"5","Employer","Name","Triumph Actuation Systems - Connecticut LLC"
"East Lyme","0901123400",2016,2017,2017,"1","Employer","Name","Town of East Lyme"
"East Lyme","0901123400",2016,2017,2017,"2","Employer","Name","CT Department of Corrections"
"East Lyme","0901123400",2016,2017,2017,"3","Employer","Name","Stop and Shop"
"East Lyme","0901123400",2016,2017,2017,"4","Employer","Name","Mariner Health of Bride Brook"
"East Lyme","0901123400",2016,2017,2017,"5","Employer","Name","Birk Manufacturing"
"East Lyme","0901123400",2016,2017,2018,"1","Employer","Name","Town of East Lyme"
"East Lyme","0901123400",2016,2017,2018,"2","Employer","Name","CT Department of Corrections"
"East Lyme","0901123400",2016,2017,2018,"3","Employer","Name","Stop and Shop"
"East Lyme","0901123400",2016,2017,2018,"4","Employer","Name","Mariner Health of Bride Brook"
"East Lyme","0901123400",2016,2017,2018,"5","Employer","Name","Birk Manufacturing"
"Easton","0900123890",2014,2014,2016,"1","Employer","Name","Michelle Connor-Prime Lending"
"Easton","0900123890",2014,2014,2016,"2","Employer","Name","Samuel Staples Elementary Schl"
"Easton","0900123890",2014,2014,2016,"3","Employer","Name","Helen Keller Middle School"
"Easton","0900123890",2014,2014,2016,"4","Employer","Name","Connecticut Golf Club"
"Easton","0900123890",2014,2014,2016,"5","Employer","Name","Easton Garden Club Inc"
"Easton","0900123890",2014,2014,2017,"1","Employer","Name","Michelle Connor-Prime Lending"
"Easton","0900123890",2014,2014,2017,"2","Employer","Name","Samuel Staples Elementary Schl"
"Easton","0900123890",2014,2014,2017,"3","Employer","Name","Helen Keller Middle School"
"Easton","0900123890",2014,2014,2017,"4","Employer","Name","Connecticut Golf Club"
"Easton","0900123890",2014,2014,2017,"5","Employer","Name","Easton Garden Club Inc"
"Easton","0900123890",2014,2014,2018,"1","Employer","Name","Michelle Connor-Prime Lending"
"Easton","0900123890",2014,2014,2018,"2","Employer","Name","Samuel Staples Elementary Schl"
"Easton","0900123890",2014,2014,2018,"3","Employer","Name","Helen Keller Middle School"
"Easton","0900123890",2014,2014,2018,"4","Employer","Name","Connecticut Golf Club"
"Easton","0900123890",2014,2014,2018,"5","Employer","Name","Easton Garden Club Inc"
"East Windsor","0900324800",2014,2014,2016,"1","Employer","Name","Southern Auto Sales Inc"
"East Windsor","0900324800",2014,2014,2016,"2","Employer","Name","Mulnite Farms Inc"
"East Windsor","0900324800",2014,2014,2016,"3","Employer","Name","Walmart"
"East Windsor","0900324800",2014,2014,2016,"4","Employer","Name","Metal Improvement"
"East Windsor","0900324800",2014,2014,2016,"5","Employer","Name","Kettle Brook Care Ctr Llc"
"East Windsor","0900324800",2014,2014,2017,"1","Employer","Name","Southern Auto Sales Inc"
"East Windsor","0900324800",2014,2014,2017,"2","Employer","Name","Mulnite Farms Inc"
"East Windsor","0900324800",2014,2014,2017,"3","Employer","Name","Walmart"
"East Windsor","0900324800",2014,2014,2017,"4","Employer","Name","Metal Improvement"
"East Windsor","0900324800",2014,2014,2017,"5","Employer","Name","Kettle Brook Care Ctr Llc"
"East Windsor","0900324800",2014,2014,2018,"1","Employer","Name","Southern Auto Sales Inc"
"East Windsor","0900324800",2014,2014,2018,"2","Employer","Name","Mulnite Farms Inc"
"East Windsor","0900324800",2014,2014,2018,"3","Employer","Name","Walmart"
"East Windsor","0900324800",2014,2014,2018,"4","Employer","Name","Metal Improvement"
"East Windsor","0900324800",2014,2014,2018,"5","Employer","Name","Kettle Brook Care Ctr Llc"
"Ellington","0901325360",2014,2014,2016,"1","Employer","Name","Country Pure Foods Inc"
"Ellington","0901325360",2014,2014,2016,"2","Employer","Name","Big Y World Class Market"
"Ellington","0901325360",2014,2014,2016,"3","Employer","Name","Ellington High School"
"Ellington","0901325360",2014,2014,2016,"4","Employer","Name","Windemere School"
"Ellington","0901325360",2014,2014,2016,"5","Employer","Name","Bestech Inc of Connecticut"
"Ellington","0901325360",2016,2017,2017,"1","Employer","Name","Town of Ellington"
"Ellington","0901325360",2016,2017,2017,"2","Employer","Name","Big Y"
"Ellington","0901325360",2016,2017,2017,"3","Employer","Name","Natural County Farms/Country Pure Foods"
"Ellington","0901325360",2016,2017,2017,"4","Employer","Name","Merrill Industries"
"Ellington","0901325360",2016,2017,2017,"5","Employer","Name","Accu-Time Systems"
"Ellington","0901325360",2016,2017,2018,"1","Employer","Name","Town of Ellington"
"Ellington","0901325360",2016,2017,2018,"2","Employer","Name","Big Y"
"Ellington","0901325360",2016,2017,2018,"3","Employer","Name","Natural County Farms/Country Pure Foods"
"Ellington","0901325360",2016,2017,2018,"4","Employer","Name","Merrill Industries"
"Ellington","0901325360",2016,2017,2018,"5","Employer","Name","Accu-Time Systems"
"Enfield","0900325990",2014,2014,2016,"1","Employer","Name","Lego Systems Inc"
"Enfield","0900325990",2014,2014,2016,"2","Employer","Name","Massachusetts Mutual Life Ins"
"Enfield","0900325990",2014,2014,2016,"3","Employer","Name","Retail Brand Alliance"
"Enfield","0900325990",2014,2014,2016,"4","Employer","Name","Hallmark Cards"
"Enfield","0900325990",2014,2014,2016,"5","Employer","Name","-9999"
"Enfield","0900325990",2014,2014,2017,"1","Employer","Name","Lego Systems Inc"
"Enfield","0900325990",2014,2014,2017,"2","Employer","Name","Massachusetts Mutual Life Ins"
"Enfield","0900325990",2014,2014,2017,"3","Employer","Name","Retail Brand Alliance"
"Enfield","0900325990",2014,2014,2017,"4","Employer","Name","Hallmark Cards"
"Enfield","0900325990",2014,2014,2017,"5","Employer","Name","-9999"
"Enfield","0900325990",2014,2014,2018,"1","Employer","Name","Lego Systems Inc"
"Enfield","0900325990",2014,2014,2018,"2","Employer","Name","Massachusetts Mutual Life Ins"
"Enfield","0900325990",2014,2014,2018,"3","Employer","Name","Retail Brand Alliance"
"Enfield","0900325990",2014,2014,2018,"4","Employer","Name","Hallmark Cards"
"Enfield","0900325990",2014,2014,2018,"5","Employer","Name","-9999"
"Essex","0900726270",2014,2014,2016,"1","Employer","Name","Essex Meadows Lifecare"
"Essex","0900726270",2014,2014,2016,"2","Employer","Name","Underwater Construction"
"Essex","0900726270",2014,2014,2016,"3","Employer","Name","Griswold Inn"
"Essex","0900726270",2014,2014,2016,"4","Employer","Name","Valley Railroad Co"
"Essex","0900726270",2014,2014,2016,"5","Employer","Name","Shoreline Medical Ctr-Rdlgy"
"Essex","0900726270",2014,2014,2017,"1","Employer","Name","Essex Meadows Lifecare"
"Essex","0900726270",2014,2014,2017,"2","Employer","Name","Underwater Construction"
"Essex","0900726270",2014,2014,2017,"3","Employer","Name","Griswold Inn"
"Essex","0900726270",2014,2014,2017,"4","Employer","Name","Valley Railroad Co"
"Essex","0900726270",2014,2014,2017,"5","Employer","Name","Shoreline Medical Ctr-Rdlgy"
"Essex","900726270",2017,2018,2018,"1","Employer","Name","Essex Meadows Lifecare"
"Essex","900726270",2017,2018,2018,"2","Employer","Name","Underwater Construction"
"Essex","900726270",2017,2018,2018,"3","Employer","Name","Griswold Inn"
"Essex","900726270",2017,2018,2018,"4","Employer","Name","Leather Man LTD Inc"
"Essex","900726270",2017,2018,2018,"5","Employer","Name","Tower Laboratories"
"Fairfield","0900126620",2014,2014,2016,"1","Employer","Name","General Electric"
"Fairfield","0900126620",2014,2014,2016,"2","Employer","Name","Fairfield University"
"Fairfield","0900126620",2014,2014,2016,"3","Employer","Name","Sacred Heart University"
"Fairfield","0900126620",2014,2014,2016,"4","Employer","Name","Town of Fairfield"
"Fairfield","0900126620",2014,2014,2016,"5","Employer","Name","-9999"
"Fairfield","0900126620",2014,2014,2017,"1","Employer","Name","General Electric"
"Fairfield","0900126620",2014,2014,2017,"2","Employer","Name","Fairfield University"
"Fairfield","0900126620",2014,2014,2017,"3","Employer","Name","Sacred Heart University"
"Fairfield","0900126620",2014,2014,2017,"4","Employer","Name","Town of Fairfield"
"Fairfield","0900126620",2014,2014,2017,"5","Employer","Name","-9999"
"Fairfield","0900126620",2014,2014,2018,"1","Employer","Name","General Electric"
"Fairfield","0900126620",2014,2014,2018,"2","Employer","Name","Fairfield University"
"Fairfield","0900126620",2014,2014,2018,"3","Employer","Name","Sacred Heart University"
"Fairfield","0900126620",2014,2014,2018,"4","Employer","Name","Town of Fairfield"
"Fairfield","0900126620",2014,2014,2018,"5","Employer","Name","-9999"
"Farmington","0900327600",2014,2014,2016,"1","Employer","Name","Uconn Health Ctr"
"Farmington","0900327600",2014,2014,2016,"2","Employer","Name","The Hartford"
"Farmington","0900327600",2014,2014,2016,"3","Employer","Name","Otis Elevator Co"
"Farmington","0900327600",2014,2014,2016,"4","Employer","Name","ConnectiCare Inc"
"Farmington","0900327600",2014,2014,2016,"5","Employer","Name","Trumpf Inc"
"Farmington","0900327600",2016,2017,2017,"1","Employer","Name","UCONN Health Center"
"Farmington","0900327600",2016,2017,2017,"2","Employer","Name","Otis Elevator Co"
"Farmington","0900327600",2016,2017,2017,"3","Employer","Name","Town of Farmington/Board of Ed"
"Farmington","0900327600",2016,2017,2017,"4","Employer","Name","Connecticare"
"Farmington","0900327600",2016,2017,2017,"5","Employer","Name","Macy's"
"Farmington","900327600",2017,2018,2018,"1","Employer","Name","UConn Health"
"Farmington","900327600",2017,2018,2018,"2","Employer","Name","United Technologies"
"Farmington","900327600",2017,2018,2018,"3","Employer","Name","Otis Elevator"
"Farmington","900327600",2017,2018,2018,"4","Employer","Name","Connecticare"
"Farmington","900327600",2017,2018,2018,"5","Employer","Name","Town of Farmington/ BOE"
"Franklin","0901129910",2014,2014,2016,"1","Employer","Name","Moark Egg"
"Franklin","0901129910",2014,2014,2016,"2","Employer","Name","Backus Hospital"
"Franklin","0901129910",2014,2014,2016,"3","Employer","Name","Plant Group Inc"
"Franklin","0901129910",2014,2014,2016,"4","Employer","Name","Norwich Orthopedic Group"
"Franklin","0901129910",2014,2014,2016,"5","Employer","Name","Sterling Superior"
"Franklin","0901129910",2014,2014,2017,"1","Employer","Name","Moark Egg"
"Franklin","0901129910",2014,2014,2017,"2","Employer","Name","Backus Hospital"
"Franklin","0901129910",2014,2014,2017,"3","Employer","Name","Plant Group Inc"
"Franklin","0901129910",2014,2014,2017,"4","Employer","Name","Norwich Orthopedic Group"
"Franklin","0901129910",2014,2014,2017,"5","Employer","Name","Sterling Superior"
"Franklin","901129910",2017,2018,2018,"1","Employer","Name","Hillandale"
"Franklin","901129910",2017,2018,2018,"2","Employer","Name","-9999"
"Franklin","901129910",2017,2018,2018,"3","Employer","Name","-9999"
"Franklin","901129910",2017,2018,2018,"4","Employer","Name","-9999"
"Franklin","901129910",2017,2018,2018,"5","Employer","Name","-9999"
"Glastonbury","0900331240",2014,2014,2016,"1","Employer","Name","Town of Glastonbury"
"Glastonbury","0900331240",2014,2014,2016,"2","Employer","Name","Open Solutions"
"Glastonbury","0900331240",2014,2014,2016,"3","Employer","Name","Ikon/Office Solutions"
"Glastonbury","0900331240",2014,2014,2016,"4","Employer","Name","Super Stop & Shop"
"Glastonbury","0900331240",2014,2014,2016,"5","Employer","Name","Salmon Brook Nursing & Rehab"
"Glastonbury","0900331240",2014,2014,2017,"1","Employer","Name","Town of Glastonbury"
"Glastonbury","0900331240",2014,2014,2017,"2","Employer","Name","Open Solutions"
"Glastonbury","0900331240",2014,2014,2017,"3","Employer","Name","Ikon/Office Solutions"
"Glastonbury","0900331240",2014,2014,2017,"4","Employer","Name","Super Stop & Shop"
"Glastonbury","0900331240",2014,2014,2017,"5","Employer","Name","Salmon Brook Nursing & Rehab"
"Glastonbury","0900331240",2014,2014,2018,"1","Employer","Name","Town of Glastonbury"
"Glastonbury","0900331240",2014,2014,2018,"2","Employer","Name","Open Solutions"
"Glastonbury","0900331240",2014,2014,2018,"3","Employer","Name","Ikon/Office Solutions"
"Glastonbury","0900331240",2014,2014,2018,"4","Employer","Name","Super Stop & Shop"
"Glastonbury","0900331240",2014,2014,2018,"5","Employer","Name","Salmon Brook Nursing & Rehab"
"Goshen","0900532290",2014,2014,2016,"1","Employer","Name","Torrington Country Club"
"Goshen","0900532290",2014,2014,2016,"2","Employer","Name","Goshen Center School"
"Goshen","0900532290",2014,2014,2016,"3","Employer","Name","Town of Goshen"
"Goshen","0900532290",2014,2014,2016,"4","Employer","Name","AJ Restaurant"
"Goshen","0900532290",2014,2014,2016,"5","Employer","Name","Torrington Savings Bank"
"Goshen","0900532290",2016,2017,2017,"1","Employer","Name","Goshen Center School"
"Goshen","0900532290",2016,2017,2017,"2","Employer","Name","Town of Goshen"
"Goshen","0900532290",2016,2017,2017,"3","Employer","Name","Torrington County Club"
"Goshen","0900532290",2016,2017,2017,"4","Employer","Name","AJ Restaurant"
"Goshen","0900532290",2016,2017,2017,"5","Employer","Name","Fay & Wright Excavating"
"Goshen","0900532290",2016,2017,2018,"1","Employer","Name","Goshen Center School"
"Goshen","0900532290",2016,2017,2018,"2","Employer","Name","Town of Goshen"
"Goshen","0900532290",2016,2017,2018,"3","Employer","Name","Torrington County Club"
"Goshen","0900532290",2016,2017,2018,"4","Employer","Name","AJ Restaurant"
"Goshen","0900532290",2016,2017,2018,"5","Employer","Name","Fay & Wright Excavating"
"Granby","0900332640",2014,2014,2016,"1","Employer","Name","Meadow Brook of Granby"
"Granby","0900332640",2014,2014,2016,"2","Employer","Name","Super Stop & Shop"
"Granby","0900332640",2014,2014,2016,"3","Employer","Name","Geissler's Supermarket"
"Granby","0900332640",2014,2014,2016,"4","Employer","Name","Granby Memorial High School"
"Granby","0900332640",2014,2014,2016,"5","Employer","Name","Salmon Brook Veterinary Hosp"
"Granby","0900332640",2014,2014,2017,"1","Employer","Name","Meadow Brook of Granby"
"Granby","0900332640",2014,2014,2017,"2","Employer","Name","Super Stop & Shop"
"Granby","0900332640",2014,2014,2017,"3","Employer","Name","Geissler's Supermarket"
"Granby","0900332640",2014,2014,2017,"4","Employer","Name","Granby Memorial High School"
"Granby","0900332640",2014,2014,2017,"5","Employer","Name","Salmon Brook Veterinary Hosp"
"Granby","900332640",2017,2018,2018,"1","Employer","Name","Meadow Brook of Granby"
"Granby","900332640",2017,2018,2018,"2","Employer","Name","Super Stop & Shop"
"Granby","900332640",2017,2018,2018,"3","Employer","Name","Geissler's Supermarket"
"Granby","900332640",2017,2018,2018,"4","Employer","Name","Granby Memorial High School"
"Granby","900332640",2017,2018,2018,"5","Employer","Name","Monrovia Nursery Co."
"Greenwich","0900133620",2014,2014,2016,"1","Employer","Name","Ceci Brothers Inc"
"Greenwich","0900133620",2014,2014,2016,"2","Employer","Name","Greenwich Hospital"
"Greenwich","0900133620",2014,2014,2016,"3","Employer","Name","NTC Group"
"Greenwich","0900133620",2014,2014,2016,"4","Employer","Name","Bimbo Bakeries USA"
"Greenwich","0900133620",2014,2014,2016,"5","Employer","Name","Interactive Brokers Group Inc"
"Greenwich","0900133620",2014,2014,2017,"1","Employer","Name","Ceci Brothers Inc"
"Greenwich","0900133620",2014,2014,2017,"2","Employer","Name","Greenwich Hospital"
"Greenwich","0900133620",2014,2014,2017,"3","Employer","Name","NTC Group"
"Greenwich","0900133620",2014,2014,2017,"4","Employer","Name","Bimbo Bakeries USA"
"Greenwich","0900133620",2014,2014,2017,"5","Employer","Name","Interactive Brokers Group Inc"
"Greenwich","900133620",2017,2018,2018,"1","Employer","Name","Town of Greenwich"
"Greenwich","900133620",2017,2018,2018,"2","Employer","Name","Greenwich Hospital"
"Greenwich","900133620",2017,2018,2018,"3","Employer","Name","AQR Capital Management"
"Greenwich","900133620",2017,2018,2018,"4","Employer","Name","Orograin (Bimbo Bakeries)"
"Greenwich","900133620",2017,2018,2018,"5","Employer","Name","Interactive Brokers"
"Griswold","0901133900",2014,2014,2016,"1","Employer","Name","Griswold School Department"
"Griswold","0901133900",2014,2014,2016,"2","Employer","Name","Jewett City Savings Bank"
"Griswold","0901133900",2014,2014,2016,"3","Employer","Name","American Industries"
"Griswold","0901133900",2014,2014,2016,"4","Employer","Name","OSJ of Griswold, LLC"
"Griswold","0901133900",2014,2014,2016,"5","Employer","Name","Town of Griswold"
"Griswold","0901133900",2014,2014,2017,"1","Employer","Name","Griswold School Department"
"Griswold","0901133900",2014,2014,2017,"2","Employer","Name","Jewett City Savings Bank"
"Griswold","0901133900",2014,2014,2017,"3","Employer","Name","American Industries"
"Griswold","0901133900",2014,2014,2017,"4","Employer","Name","OSJ of Griswold, LLC"
"Griswold","0901133900",2014,2014,2017,"5","Employer","Name","Town of Griswold"
"Griswold","0901133900",2014,2014,2018,"1","Employer","Name","Griswold School Department"
"Griswold","0901133900",2014,2014,2018,"2","Employer","Name","Jewett City Savings Bank"
"Griswold","0901133900",2014,2014,2018,"3","Employer","Name","American Industries"
"Griswold","0901133900",2014,2014,2018,"4","Employer","Name","OSJ of Griswold, LLC"
"Griswold","0901133900",2014,2014,2018,"5","Employer","Name","Town of Griswold"
"Groton","0901134250",2014,2014,2016,"1","Employer","Name","U S Navy Submarine Base"
"Groton","0901134250",2014,2014,2016,"2","Employer","Name","Electric Boad Corp"
"Groton","0901134250",2014,2014,2016,"3","Employer","Name","Pfizer Inc."
"Groton","0901134250",2014,2014,2016,"4","Employer","Name","Town of Groton"
"Groton","0901134250",2014,2014,2016,"5","Employer","Name","TASMG (Hellicopter Repair)"
"Groton","0901134250",2016,2017,2017,"1","Employer","Name","U S Navy Submarine Base"
"Groton","0901134250",2016,2017,2017,"2","Employer","Name","Electric Boad Corp"
"Groton","0901134250",2016,2017,2017,"3","Employer","Name","Pfizer Inc."
"Groton","0901134250",2016,2017,2017,"4","Employer","Name","Town of Groton"
"Groton","0901134250",2016,2017,2017,"5","Employer","Name","TASMG (Hellicopter Repair)"
"Groton","901134250",2017,2018,2018,"1","Employer","Name","Electric Boat Corporation"
"Groton","901134250",2017,2018,2018,"2","Employer","Name","U. S. Navy Submarine Base"
"Groton","901134250",2017,2018,2018,"3","Employer","Name","Pfizer, Inc."
"Groton","901134250",2017,2018,2018,"4","Employer","Name","Town of Groton"
"Groton","901134250",2017,2018,2018,"5","Employer","Name","1109th TASMG - CT Army National Guard"
"Guilford","0900934950",2014,2014,2016,"1","Employer","Name","Yale-New Haven Shoreline Med"
"Guilford","0900934950",2014,2014,2016,"2","Employer","Name","Branford/Guilford Vna"
"Guilford","0900934950",2014,2014,2016,"3","Employer","Name","Guilford Personnel Director"
"Guilford","0900934950",2014,2014,2016,"4","Employer","Name","Sarah Tuxis"
"Guilford","0900934950",2014,2014,2016,"5","Employer","Name","Guilford Fire Chief"
"Guilford","0900934950",2014,2014,2017,"1","Employer","Name","Yale-New Haven Shoreline Med"
"Guilford","0900934950",2014,2014,2017,"2","Employer","Name","Branford/Guilford Vna"
"Guilford","0900934950",2014,2014,2017,"3","Employer","Name","Guilford Personnel Director"
"Guilford","0900934950",2014,2014,2017,"4","Employer","Name","Sarah Tuxis"
"Guilford","0900934950",2014,2014,2017,"5","Employer","Name","Guilford Fire Chief"
"Guilford","0900934950",2014,2014,2018,"1","Employer","Name","Yale-New Haven Shoreline Med"
"Guilford","0900934950",2014,2014,2018,"2","Employer","Name","Branford/Guilford Vna"
"Guilford","0900934950",2014,2014,2018,"3","Employer","Name","Guilford Personnel Director"
"Guilford","0900934950",2014,2014,2018,"4","Employer","Name","Sarah Tuxis"
"Guilford","0900934950",2014,2014,2018,"5","Employer","Name","Guilford Fire Chief"
"Haddam","0900735230",2014,2014,2016,"1","Employer","Name","Brian House Inc"
"Haddam","0900735230",2014,2014,2016,"2","Employer","Name","Burr District Elementary Schl"
"Haddam","0900735230",2014,2014,2016,"3","Employer","Name","Haddam Elementary School"
